,Date,Close,High,Low,Open,Volume
0,2021-04-01,20.149999618530273,22.110000610351562,19.75,21.25,13577600
1,2021-04-05,18.59000015258789,21.100000381469727,17.5,21.100000381469727,7173700
2,2021-04-06,18.700000762939453,19.549999237060547,18.149999618530273,18.780000686645508,2272700
3,2021-04-07,17.200000762939453,18.969999313354492,17.0,18.56999969482422,2626600
4,2021-04-08,16.809999465942383,17.856000900268555,16.75,17.25,1531600
5,2021-04-09,17.309999465942383,17.559999465942383,16.5,16.75,999500
6,2021-04-12,17.110000610351562,17.489999771118164,16.950000762939453,17.450000762939453,984800
7,2021-04-13,17.520000457763672,17.81999969482422,17.1299991607666,17.25,711700
8,2021-04-14,17.989999771118164,18.2450008392334,17.360000610351562,17.459999084472656,952000
9,2021-04-15,18.270000457763672,18.3799991607666,17.799999237060547,18.239999771118164,724700
10,2021-04-16,18.030000686645508,18.350000381469727,17.899999618530273,18.25,807900
11,2021-04-19,17.780000686645508,18.639999389648438,17.079999923706055,18.170000076293945,1005400
12,2021-04-20,17.219999313354492,17.75,17.0,17.68000030517578,1300400
13,2021-04-21,17.700000762939453,17.719999313354492,17.104000091552734,17.149999618530273,872800
14,2021-04-22,17.5,17.90999984741211,17.329999923706055,17.8700008392334,767800
15,2021-04-23,17.6200008392334,17.950000762939453,17.420000076293945,17.420000076293945,420200
16,2021-04-26,18.0,18.469999313354492,17.93000030517578,18.25,963100
17,2021-04-27,18.0,18.100000381469727,17.670000076293945,17.850000381469727,572000
18,2021-04-28,18.729999542236328,18.729999542236328,18.059999465942383,18.139999389648438,802100
19,2021-04-29,18.829999923706055,19.399999618530273,18.729999542236328,19.139999389648438,998400
20,2021-04-30,19.020000457763672,19.239999771118164,18.700000762939453,18.700000762939453,537900
21,2021-05-03,18.280000686645508,19.389999389648438,18.25,19.3700008392334,308600
22,2021-05-04,17.610000610351562,18.399999618530273,17.25,18.260000228881836,721400
23,2021-05-05,17.09000015258789,17.84000015258789,17.040000915527344,17.719999313354492,565500
