,Date,Close,High,Low,Open,Volume
0,2014-10-09,12.821267127990723,13.326765297329334,12.177906219973359,12.867221666386945,9086800
1,2014-10-10,12.747739791870117,12.959130310836354,12.462823241036785,12.756930874544711,1786000
2,2014-10-13,12.867218971252441,13.308380343827853,12.60068375619403,12.77530991371103,817700
3,2014-10-14,12.867218971252441,13.096990738596235,12.729356261450057,12.894791337910972,302000
4,2014-10-15,12.867218971252441,12.968318233340206,12.729356261450057,12.77530991371103,568900
5,2014-10-16,12.784504890441895,12.86722289213292,12.637451054773404,12.637451054773404,617800
6,2014-10-17,12.830459594726562,12.913177597458848,12.702706507643146,12.710978132614372,308200
7,2014-10-20,13.133755683898926,13.133755683898926,12.729357712926296,12.74773900062468,155500
8,2014-10-21,13.492199897766113,13.556535719000257,13.096992135305333,13.161327956539479,400500
9,2014-10-22,13.51058292388916,14.08041693581671,13.2072841897424,13.326765642059296,403900
10,2014-10-23,13.326766014099121,13.630064756712994,13.106185269745389,13.556537841928417,172600
11,2014-10-24,13.694400787353516,13.795500954036365,13.069422002587608,13.262430375833985,221700
12,2014-10-27,13.565728187561035,13.602491642953751,13.335956372229079,13.556537104585377,64400
13,2014-10-28,13.786309242248535,13.795500325439086,13.152139402769475,13.473819425849312,150500
14,2014-10-29,13.58410930633545,13.795499829570153,13.437055486612127,13.786308746709969,107200
15,2014-10-30,13.446245193481445,13.538153383148353,13.32676375805563,13.510581013899262,119200
16,2014-10-31,13.758736610412598,13.786308982955731,13.455437882908365,13.46462808941613,108700
17,2014-11-03,13.547345161437988,13.82307149763142,13.33595552547927,13.731162426730322,58400
18,2014-11-04,13.51058292388916,13.712782372156981,12.867221999229665,13.584109836621106,207100
19,2014-11-05,13.896597862243652,13.970124765495484,13.257832561552178,13.712780604114073,352100
20,2014-11-06,14.15394115447998,14.465512330125161,13.611680495423546,13.786306660795995,213800
21,2014-11-07,14.40209674835205,14.503196026593146,14.117179325658244,14.24585185147317,265400
22,2014-11-10,14.199897766113281,14.521578652606909,14.144753022234884,14.383715039891111,221900
23,2014-11-11,14.12636947631836,14.714585571442875,13.896597687419538,14.107988188991557,393600
24,2014-11-12,14.411288261413574,14.705395898908579,14.107989541119377,14.245852277067685,368900
25,2014-11-13,14.328568458557129,14.981119477659629,14.181514658392635,14.457240095446169,284900
26,2014-11-14,14.310187339782715,14.521577850330917,14.03446188260397,14.30099713398398,234700
27,2014-11-17,14.47562313079834,14.971931051018016,14.153942266176662,14.42047751415954,448500
28,2014-11-18,14.392902374267578,14.642894327404289,14.273420958301859,14.46642926462961,213500
29,2014-11-19,13.90578842163086,14.533524575590219,13.565726287744857,14.4296678067377,277300
30,2014-11-20,14.107988357543945,14.521577407201134,13.887406771418263,14.098797275515828,122600
31,2014-11-21,14.209088325500488,14.402096674984714,14.153942707143624,14.33776085065993,118100
32,2014-11-24,14.319380760192871,14.512389137638758,14.107991091638327,14.107991091638327,94400
33,2014-11-25,14.245853424072266,14.549152168786554,14.043653968759417,14.245853424072266,189600
34,2014-11-26,14.420478820800781,14.475624442436333,14.158539090179234,14.181516797739848,79600
35,2014-11-28,14.245853424072266,14.449890920790963,13.960935969926433,14.319380339366035,74000
36,2014-12-01,14.264233589172363,14.333164953022042,14.11717890271391,14.11717890271391,170200
37,2014-12-02,14.291808128356934,14.70539725073177,14.218281212224074,14.319380502779262,349300
38,2014-12-03,14.319380760192871,14.484816762720772,14.06203654910169,14.319380760192871,174600
39,2014-12-04,14.245853424072266,14.478382753856543,14.043653968759417,14.259640049381085,104000
40,2014-12-05,14.512384414672852,14.705392729305373,14.27342157245931,14.27342157245931,117000
41,2014-12-08,14.631869316101074,14.732969476128844,14.383715334043734,14.50319678357024,229400
42,2014-12-09,14.650250434875488,15.017885862175156,14.494006408172272,14.613486979796512,612800
43,2014-12-10,14.668631553649902,14.8478541513135,14.448050838920695,14.585913566498988,297000
44,2014-12-11,14.723775863647461,15.137364009670648,14.484813005647169,14.631866802413574,242700
45,2014-12-12,14.58591365814209,14.907593650015835,14.383714230114975,14.613486028529016,199000
46,2014-12-15,14.687015533447266,14.847856872617227,14.3193809415188,14.558343864527306,299800
47,2014-12-16,14.494006156921387,14.962740858435332,14.475623991445596,14.64105997468814,377600
48,2014-12-17,14.788113594055176,14.953549575078204,14.310187816215265,14.484814879852879,610900
49,2014-12-18,15.073028564453125,15.28441818339081,14.760538800362815,14.889212190471493,302000
50,2014-12-19,15.330374717712402,15.569337599158676,14.843257872492723,15.229274565133672,2114300
51,2014-12-22,15.109796524047852,15.403904195549122,14.705397599223602,15.403904195549122,450700
52,2014-12-23,14.916786193847656,15.357947669302478,14.861641447670772,15.164940181173446,195900
53,2014-12-24,14.852448463439941,14.971930776719967,14.585913220340208,14.916784284581656,89200
54,2014-12-26,14.935166358947754,15.348756282403393,14.797303635469087,14.944357440915617,279600
55,2014-12-29,14.935166358947754,15.146555985149686,14.8340662103209,14.898402031076301,112100
56,2014-12-30,14.907593727111816,14.999502797556689,14.549150280698495,14.88921331543861,123000
57,2014-12-31,14.925972938537598,15.284416314028974,14.84325496680584,14.925972938537598,184100
58,2015-01-02,14.815686225891113,15.164938585625336,14.62267700504928,15.017884775945697,60000
59,2015-01-05,14.613485336303711,14.806494549399108,14.245850826859643,14.714585483783186,139300
60,2015-01-06,14.218279838562012,14.806495987305903,13.832263127903502,14.696204747252134,271200
61,2015-01-07,14.282614707946777,14.383713981961202,14.02527054358562,14.14475198188076,137700
62,2015-01-08,14.25504207611084,14.442535415175984,13.98850683450669,14.282614445515458,195400
63,2015-01-09,14.15394115447998,14.282613665524261,13.878215722471877,14.218277848257006,127800
64,2015-01-12,14.15394115447998,14.264232379094947,13.878215722471877,14.098796418682268,151600
65,2015-01-13,14.374521255493164,14.999499830768741,13.997694842410494,14.2274665965657,352500
66,2015-01-14,14.291808128356934,14.590511334710428,14.163135586869439,14.245853586646401,134200
67,2015-01-15,14.300999641418457,14.49400802119019,14.016082175465895,14.282617473578288,155200
68,2015-01-16,14.494006156921387,14.521578528625179,13.988508000965751,14.22747001658178,126900
69,2015-01-20,14.751347541809082,14.806494031059863,14.310186145920186,14.51238555729082,109300
70,2015-01-21,14.494006156921387,14.751349461503311,14.420478371528116,14.696204718095725,124000
71,2015-01-22,14.9535493850708,15.155747940963174,14.438860159822328,14.622677427228972,144400
72,2015-01-23,14.392902374267578,14.999499658009174,14.117176097155125,14.999499658009174,126400
73,2015-01-26,14.209088325500488,14.4664324993095,13.887407450856823,14.365333221583427,240400
74,2015-01-27,14.05284309387207,14.402096331099973,13.896598201519856,14.080415464137213,136800
75,2015-01-28,13.960935592651367,14.117180502555815,13.869027389272832,14.04365358924901,88200
